2024-08-28 16:28:52.059058,0x336544fc,53,53,53,38,47,53
2024-08-28 16:29:52.096741,0x336544fc,2,2,2,2,2,2
2024-08-28 16:30:52.266526,0x336544fc,1,1,1,1,1,1
2024-08-28 16:31:52.479551,0x336544fc,1,1,1,1,1,1
2024-08-28 16:32:52.546286,0x336544fc,3,3,3,3,3,3
2024-08-28 16:33:52.553644,0x336544fc,1,1,1,1,1,1
2024-08-28 16:34:52.718702,0x336544fc,6,7,7,6,7,7
2024-08-28 16:35:52.905318,0x336544fc,1,1,1,1,1,1
2024-08-28 16:44:39.739013,0x336544fc,57,61,63,40,50,59
2024-08-28 16:45:39.862924,0x336544fc,13,17,21,13,17,21
2024-08-28 16:46:39.943442,0x336544fc,8,14,19,8,14,19
2024-08-28 16:47:40.091895,0x336544fc,2,3,6,2,3,6
2024-08-28 16:47:47.830766,0x4358db28,4,7,8,4,7,8
2024-08-28 16:48:40.268236,0x336544fc,5,6,6,5,6,6
2024-08-28 16:49:40.408633,0x336544fc,6,11,13,6,11,13
2024-08-28 16:50:40.584578,0x336544fc,4,7,7,4,7,7
2024-08-28 16:50:47.921483,0x4358db28,72,124,128,47,82,85
2024-08-28 16:51:40.808280,0x336544fc,5,6,7,5,6,7
2024-08-28 16:52:40.937680,0x336544fc,8,11,15,8,11,15
2024-08-28 16:53:41.130054,0x336544fc,8,12,16,8,12,16
2024-08-28 16:53:48.345750,0x4358db28,6,9,10,6,9,10
2024-08-28 16:54:41.321388,0x336544fc,3,6,8,3,6,8
2024-08-28 16:54:53.234286,0x4358db28,8,14,14,8,14,14
2024-08-28 16:55:41.648761,0x336544fc,55,64,68,39,51,63
2024-08-28 16:55:48.687708,0x4358db28,6,10,10,6,10,10
2024-08-28 16:56:48.810940,0x4358db28,2,6,6,2,6,6
2024-08-28 16:57:41.723611,0x336544fc,15,19,21,15,19,21
2024-08-28 16:57:49.579385,0x4358db28,5,9,11,5,9,11
2024-08-28 16:58:41.865767,0x336544fc,6,7,8,6,7,8
2024-08-28 16:58:49.306221,0x4358db28,2,5,5,2,5,5
2024-08-28 16:59:41.921591,0x336544fc,2,5,6,2,5,6
2024-08-28 17:00:41.985826,0x336544fc,8,14,15,8,14,15
2024-08-28 17:01:42.179997,0x336544fc,3,6,7,3,6,7
2024-08-28 17:02:42.246945,0x336544fc,8,10,16,8,10,16
2024-08-28 17:03:42.336035,0x336544fc,6,7,12,6,7,12
2024-08-28 17:04:42.391616,0x336544fc,10,16,23,10,16,23
2024-08-28 17:05:42.415764,0x336544fc,5,8,11,5,8,11
2024-08-28 17:06:42.563775,0x336544fc,5,8,12,5,8,12
2024-08-28 17:06:49.967671,0x4358db28,6,9,9,6,9,9
2024-08-28 17:07:42.757591,0x336544fc,8,12,13,8,12,13
2024-08-28 17:08:42.823155,0x336544fc,3,6,11,3,6,11
2024-08-28 17:09:43.013932,0x336544fc,4,7,10,4,7,10
