2024-08-28 17:53:20.728081,0x4358db28,4,7,9,4,7,9
2024-08-28 17:53:20.930007,0x4358db28,4,5,6,4,5,6
2024-08-28 17:54:00.405497,0x4358db28,2,3,3,2,3,3
2024-08-28 17:55:01.126501,0x4358db28,3,3,3,3,3,3
2024-08-28 17:56:58.585894,0x4358db28,1,3,3,1,3,3
2024-08-28 17:57:37.345063,0x336544fc,84,116,118,54,76,89
2024-08-28 18:00:38.573515,0x336544fc,30,35,35,27,35,35
2024-08-28 18:04:37.943743,0x336544fc,26,27,28,26,27,28
2024-08-28 18:05:39.279858,0x336544fc,31,34,36,28,34,36
2024-08-28 18:06:38.555833,0x336544fc,31,34,38,29,34,38
2024-08-28 18:07:38.607036,0x336544fc,46,48,50,36,45,50
2024-08-28 18:08:38.635120,0x336544fc,23,25,25,23,25,25
2024-08-28 18:09:38.878225,0x336544fc,5,9,11,5,9,11
2024-08-28 18:11:39.218392,0x336544fc,22,24,25,22,24,25
2024-08-28 18:12:40.922184,0x336544fc,15,15,15,15,15,15
2024-08-28 18:13:41.716668,0x336544fc,25,27,27,25,27,27
2024-08-28 18:14:40.153246,0x336544fc,18,20,21,18,20,21
2024-08-28 18:15:22.083405,0x4358db28,1,3,3,1,3,3
2024-08-28 18:15:40.416141,0x336544fc,11,13,14,11,13,14
2024-08-28 18:17:41.315454,0x336544fc,12,13,15,12,13,15
2024-08-28 18:18:41.048516,0x336544fc,18,18,19,18,18,19
2024-08-28 18:20:41.391055,0x336544fc,14,16,16,14,16,16
2024-08-28 18:21:42.028877,0x336544fc,25,26,26,25,26,26
2024-08-28 18:23:42.113714,0x336544fc,11,11,12,11,11,12
2024-08-28 18:25:42.360848,0x336544fc,14,14,15,14,14,15
2024-08-28 18:27:43.007517,0x336544fc,13,14,14,13,14,14
2024-08-28 18:29:42.903361,0x336544fc,13,13,15,13,13,15
2024-08-28 18:31:43.195284,0x336544fc,35,36,41,30,36,41
2024-08-28 18:33:44.363333,0x336544fc,16,16,17,16,16,17
2024-08-28 18:35:43.676204,0x336544fc,26,28,28,24,28,28
